longitude,latitude
209.34973306897956,-13.508861459266912
209.3454577690158,-13.459408639683328
209.34064953585803,-13.40926757087911
209.33530228601407,-13.35844457099187
209.3294100044426,-13.30694600894855
209.32296674499304,-13.254778302677858
209.31596663082706,-13.201947917312832
209.30840385482063,-13.148461363402486
209.30027267994774,-13.0943251951232
209.2915674396456,-13.039546008492614
209.28228253816022,-12.98413043959023
209.27241245087424,-12.92808516277756
209.2619517246162,-12.87141688892813
209.25089497795045,-12.814132363661669
209.23923690144989,-12.756238365588818
209.22697225794948,-12.69774170455774
209.21409588278223,-12.638649219911473
209.2006026839966,-12.578967778756889
209.1864876425561,-12.518704274242998
209.17174581252158,-12.457865623841354
209.15637232121486,-12.396458767654554
209.14036236936556,-12.334490666715693
209.12371123124038,-12.271968301317937
209.1064142547549,-12.2088986693474
209.0884668615681,-12.145288784630564
209.0698645471608,-12.081145675299725
209.05060288089595,-12.01647638216924
209.03067750606382,-11.951287957125793
209.01008413990928,-11.88558746154091
208.9888185736439,-11.819381964691997
208.96687667244177,-11.752678542205809
208.94425437541864,-11.685484274513794
208.92094769559657,-11.61780624533118
208.89695271985218,-11.54965154014801
208.87226560885014,-11.481027244742295
208.8468825969612,-11.411940443711726
208.82079999216546,-11.342398219020577
208.79401417594136,-11.272407648573505
208.76652160313947,-11.201975804803503
208.7383188018429,-11.131109753277276
208.70940237321298,-11.059816551332364
208.67976899132185,-10.98810324672271
208.64941540297067,-10.915976876292191
208.6183384274956,-10.843444464668776
208.58653495655938,-10.770513022976605
208.55400195393153,-10.697189547575727
208.52073645525454,-10.62348101881631
208.4867355677989,-10.549394399824296
208.45199647020502,-10.474936635298166
208.416516412214,-10.400114650339786
208.38029271438626,-10.324935349299093
208.34332276780896,-10.249405614645761
208.30560403379238,-10.17353230586086
208.26713404355522,-10.097322258356659
208.22791039789925,-10.020782282412767
208.18793076687365,-9.943919162140915
208.1471928894291,-9.866739654467636
208.10569457306192,-9.789250488146983
208.06343369344853,-9.711458362788639
208.02040819407074,-9.633369947915778
207.97661608583138,-9.554991882042918
207.93205544666154,-9.476330771774215
207.8867244211186,-9.39739319093221
207.84062121997604,-9.31818567970695
207.7937441198055,-9.238714743820967
207.74609146254988,-9.15898685372625
207.69766165508972,-9.079008443820912
207.6484531688014,-8.99878591169196
207.5984645391087,-8.918325617369886
207.54769436502687,-8.837633882621345
207.4961413087002,-8.75671699025285
207.443804094933,-8.675581183439999
207.39068151071444,-8.594232665083299
207.33677240473705,-8.512677597175916
207.28207568690968,-8.430922100208848
207.22659032786484,-8.348972252579157
207.17031535846024,-8.266834090036236
207.11324986927616,-8.18451360514095
207.05539301010677,-8.102016746745745
206.99674398944762,-8.019349419500958
206.93730207397823,-7.936517483377677
206.87706658804032,-7.85352675321082
206.8160369131126,-7.770382998268591
206.75421248728117,-7.687091941831692
206.69159280470635,-7.603659260803956
206.6281774150862,-7.520090585335511
206.56396592311737,-7.436391498467368
206.49895798795148,-7.352567535795228
206.43315332265053,-7.268624185151316
206.3665516936384,-7.184566886308513
206.29915292015014,-7.100401030699712
206.23095687367956,-7.016131961154044
206.16196347742437,-6.931764971656504
206.0921727057294,-6.847305307119482
206.0215845835285,-6.762758163175441
205.9501991857844,-6.678128685989034
205.87801663692798,-6.593421972074103
205.8050371102956,-6.508643068147203
205.7312608275661,-6.423796970977129
205.65668805819678,-6.338888627266237
205.5813191188585,-6.253922933534812
205.50515437287058,-6.168904736034921
205.42819422963547,-6.083838830664565
205.35043914407277,-5.998729962908938
205.27188961605364,-5.9135828277871765
205.19254618983558,-5.828402069824325
205.11240945349655,-5.743192283023697
205.03148003837063,-5.657958010864606
204.94975861848337,-5.572703746307535
204.8672459099886,-5.487433931813637
204.7839426706051,-5.402152959382189
204.69984969905545,-5.316865170590414
204.61496783450465,-5.231574856652927
204.5292979560013,-5.146286258495495
204.44284098191883,-5.0610035668350495
204.35559786939936,-4.975730922269483
204.26756961379803,-4.890472415390388
204.1787572481301,-4.8052320868904115
204.08916184251888,-4.7200139276962645
203.99878450364622,-4.634821879099581
